Price,Levy,Prod. year,Category,Leather interior,Fuel type,Engine volume,Cylinders,Gear box type,Drive wheels,Color,Airbags,Make model,Mileage (mi)
25716,891,2016,Sedan,Yes,LPG,2,4.0,Automatic,Front,Red,4,HYUNDAI Sonata,35723
33741,777,2014,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Grey,4,HYUNDAI H1,65990
6429,1282,2007,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,CHEVROLET Captiva,47347
4077,919,2012,Jeep,Yes,Diesel,3,6.0,Automatic,4x4,White,0,BMW X5,170317
50196,891,2016,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Santa FE,73084
23521,900,2015,Sedan,Yes,Petrol,2.4,4.0,Tiptronic,Front,Blue,6,HYUNDAI Sonata,56669
12701,420,2019,Jeep,Yes,Hybrid,1.6,4.0,Automatic,Front,Silver,12,KIA Niro,267
1803,1277,2018,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,Grey,12,HYUNDAI Sonata,7030
1019,1537,2009,Sedan,Yes,Hybrid,3.3,6.0,Automatic,4x4,Black,12,TOYOTA Highlander,197818
19924,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Tucson,25603
6586,1286,2007,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,KIA Sportage,39450
9408,0,1993,Sedan,No,Petrol,2,4.0,Manual,Rear,Purple,0,MERCEDES-BENZ E 200,136409
29166,0,2016,Sedan,No,Petrol,2,4.0,Manual,Front,White,6,HONDA Civic,27850
38217,639,2014,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,CHEVROLET Captiva,30105
14426,585,2013,Sedan,No,Petrol,1.8,4.0,Automatic,Front,Brown,6,HYUNDAI Elantra,49710
18826,530,2013,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Grey,4,HYUNDAI Elantra,103854
19943,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Tucson,63477
17249,0,2009,Microbus,No,Diesel,2.2 Turbo,4.0,Manual,Front,Red,2,FORD Transit,101331
23521,0,2010,Jeep,No,Petrol,4,6.0,Manual,4x4,Silver,6,NISSAN X-Terra,75186
9361,779,2013,Sedan,Yes,Petrol,2.5,5.0,Tiptronic,Front,Black,10,VOLKSWAGEN Passat SE,81400
39750,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,SSANGYONG REXTON,58600
8154,0,2009,Hatchback,No,Petrol,1.6,4.0,Manual,Front,White,4,NISSAN Note,111847
14113,1047,2007,Cabriolet,No,Petrol,1.6,4.0,Manual,Front,Red,6,PEUGEOT 207,111847
31361,530,2013,Jeep,Yes,Petrol,1.6 Turbo,4.0,Tiptronic,Front,White,8,MINI Paceman,27962
25032,831,2017,Coupe,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,14047
23994,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Red,4,HYUNDAI Tucson,102528
36711,642,2012,Coupe,Yes,Petrol,2,4.0,Automatic,Front,Grey,4,HYUNDAI Genesis,47989
48296,919,2012,Jeep,Yes,Petrol,3.0 Turbo,6.0,Automatic,4x4,Black,12,AUDI Q7,115326
36997,830,2019,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,White,4,TOYOTA Aqua,1614
4861,1058,2012,Sedan,Yes,Diesel,3.5,6.0,Automatic,Rear,Black,12,MERCEDES-BENZ E 350,79661
14247,836,2010,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Black,4,HYUNDAI Sonata,39553
10036,1832,2005,Goods wagon,No,Diesel,2.2 Turbo,4.0,Manual,Rear,Silver,4,MERCEDES-BENZ Vito,223694
14113,0,2007,Jeep,Yes,Petrol,3.5,6.0,Automatic,4x4,Blue,12,FORD Taurus X,104390
34497,0,2014,Jeep,No,Petrol,2.5,4.0,Tiptronic,4x4,Grey,6,TOYOTA RAV 4,86495
3136,0,2006,Sedan,Yes,Hybrid,1.5,4.0,Automatic,Front,Red,6,TOYOTA Prius,133595
35438,0,2010,Coupe,No,Petrol,3.6,6.0,Manual,Rear,Black,6,CHEVROLET Camaro RS,62137
19287,650,2016,Sedan,No,Petrol,1.4 Turbo,4.0,Automatic,Front,Black,8,CHEVROLET Malibu LT,11160
3293,900,2015,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,White,12,KIA Optima,93408
62722,915,2014,Jeep,Yes,Petrol,3.0 Turbo,6.0,Tiptronic,4x4,Black,12,AUDI Q7,57166
6899,934,2015,Jeep,Yes,Petrol,2.5,4.0,Automatic,4x4,White,0,SUBARU Forester,56167
22106,707,2011,Coupe,Yes,Petrol,2,4.0,Automatic,Front,Black,4,HYUNDAI Genesis,83264
18817,639,2014,Sedan,Yes,Petrol,2,4.0,Automatic,Rear,Red,0,BMW 320,75188
13150,765,2015,Sedan,Yes,LPG,2,4.0,Automatic,Front,White,4,CHEVROLET Malibu,34876
6586,0,2002,Hatchback,No,Petrol,1.3,4.0,Manual,Front,Silver,2,MAZDA Demio,142915
13642,1172,2011,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Blue,12,MERCEDES-BENZ E 350,40076
13172,1528,2007,Microbus,No,Diesel,2.4,4.0,Manual,Rear,White,0,FORD Transit,155343
3136,0,2002,Coupe,No,Petrol,0.6,4.0,Tiptronic,Rear,Blue,2,MERCEDES-BENZ Smart,6214
25089,0,2007,Jeep,Yes,Petrol,3,6.0,Tiptronic,4x4,Grey,8,BMW X5 E70,177091
11760,915,2014,Sedan,Yes,Diesel,3,6.0,Automatic,4x4,Grey,0,AUDI Q5,41421
14113,769,2011,Goods wagon,No,Diesel,2.2 Turbo,4.0,Manual,Front,White,2,FORD Transit,103056
10976,0,2005,Coupe,Yes,Petrol,1.8,4.0,Manual,Rear,Red,4,MAZDA Rx-8,34175
22000,1091,2016,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,Black,0,TOYOTA Camry XSE,88235
6586,0,1999,Sedan,No,Petrol,1.8,6.0,Manual,Front,Silver,4,OPEL Vectra B,214718
7500,1024,2010,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Silver,8,VOLKSWAGEN Jetta,64623
2509,530,2013,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Silver,12,FORD Fusion,223032
1019,765,2015,Jeep,Yes,Petrol,2,4.0,Automatic,Front,Black,0,HYUNDAI Tucson,0
14740,645,2011,Sedan,No,Hybrid,1.8,4.0,Variator,Front,White,8,TOYOTA Prius,69594
9800,707,2011,Goods wagon,No,Petrol,2,4.0,Automatic,Front,White,5,FORD Transit Connect,100041
20385,0,2012,Sedan,No,Hybrid,2.5,4.0,Variator,Front,White,6,TOYOTA Camry,198839
7000,0,1998,Hatchback,No,Petrol,1.6,4.0,Manual,Front,Blue,2,OPEL Astra G,345206
26971,986,2010,Microbus,No,Diesel,2.4 Turbo,4.0,Manual,Rear,White,2,FORD Transit,96313
18817,831,2011,Sedan,No,Hybrid,2.4,4.0,Automatic,Rear,White,4,HYUNDAI Sonata,105385
53154,930,2018,Jeep,Yes,Diesel,1.7,4.0,Automatic,Front,White,4,HYUNDAI Tucson,49430
3763,0,1994,Microbus,No,Diesel,2.5,4.0,Manual,Rear,Red,0,FORD Transit,6904
16935,308,2014,Hatchback,No,Hybrid,1.8,4.0,Variator,Front,Grey,12,TOYOTA Prius,56767
9408,0,2000,Jeep,Yes,LPG,3.2,6.0,Automatic,4x4,Silver,4,MERCEDES-BENZ ML 320,145776
22693,836,2010,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Santa FE,95689
2744,751,2013,Sedan,Yes,Hybrid,2.4,4.0,Automatic,Front,Silver,0,HYUNDAI Sonata,78721
20385,765,2015,Jeep,No,Petrol,2,4.0,Tiptronic,Front,Black,7,JEEP Patriot,71458
19444,0,2012,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,White,6,TOYOTA Prius C,109361
47957,934,2015,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Black,4,HYUNDAI H1,25223
21109,833,2015,Jeep,Yes,Diesel,2.2,4.0,Automatic,Front,Silver,4,CHEVROLET Captiva,48803
20432,502,2013,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Black,4,HONDA FIT,49399
68994,917,2013,Jeep,Yes,Diesel,3.0 Turbo,6.0,Automatic,4x4,Grey,12,LAND ROVER Land Rover Sport,69594
8467,0,1998,Sedan,No,Diesel,2.9,8.0,Manual,Rear,Purple,2,MERCEDES-BENZ E 290,24855
42337,0,2010,Jeep,Yes,Diesel,3.0 Turbo,5.0,Tiptronic,4x4,Black,8,BMW X5,161556
17876,0,2011,Microbus,No,Diesel,2.2 Turbo,4.0,Manual,Front,White,6,FORD Transit,83077
18189,777,2014,Sedan,No,Petrol,2.5,4.0,Tiptronic,Front,Black,10,TOYOTA Camry,91342
27755,764,2016,Sedan,Yes,Diesel,1.7,4.0,Automatic,Front,White,4,KIA Optima,19862
10945,1024,2010,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Silver,4,HYUNDAI H1,69730
16599,836,2010,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Silver,4,HYUNDAI Sonata,114640
27259,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Tucson,73236
2352,503,2012,Sedan,Yes,Petrol,1.5,4.0,Automatic,Front,Grey,0,HONDA FIT,103867
7840,0,1996,Microbus,No,Diesel,2.5 Turbo,1.0,Manual,Rear,Blue,2,FORD Transit,15534
8467,0,2008,Hatchback,No,Petrol,1.5,4.0,Automatic,4x4,White,6,TOYOTA Vitz,105633
10036,891,2016,Sedan,Yes,LPG,2,4.0,Automatic,Front,Orange,4,HYUNDAI Sonata,321596
18817,650,2016,Sedan,No,Petrol,1.4 Turbo,4.0,Automatic,Front,Black,12,CHEVROLET Cruze,64001
4679,966,2009,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Silver,4,DAEWOO Lacetti,46317
3607,441,2015,Sedan,Yes,Hybrid,2.4,4.0,Automatic,Front,Silver,0,HYUNDAI Sonata,142413
3293,753,2012,Jeep,Yes,Petrol,2.4,4.0,Automatic,Front,White,12,KIA Sportage,94738
13799,777,2014,Sedan,No,Petrol,2.5,4.0,Automatic,Front,Silver,0,FORD Fusion,85360
94083,0,2015,Jeep,Yes,Petrol,3.0 Turbo,6.0,Tiptronic,4x4,Black,12,BMW X5,34797
27441,1016,2017,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Black,4,KIA Optima,18695
28225,1172,2011,Jeep,Yes,Petrol,3.5,6.0,Tiptronic,Rear,White,12,MERCEDES-BENZ ML 350,80157
1803,585,2013,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,White,12,TOYOTA Prius,114660
26861,769,2011,Jeep,Yes,Diesel,2.2,4.0,Automatic,Front,White,4,HYUNDAI Santa FE,117307
6586,0,2001,Sedan,No,CNG,2,4.0,Manual,Rear,Blue,4,MERCEDES-BENZ C 230 2.0 kompresor,161556
34811,1363,2012,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Black,0,LEXUS GX 460,142501
13485,0,2004,Sedan,Yes,Petrol,3.2,6.0,Tiptronic,Rear,Golden,10,MERCEDES-BENZ E 320,143661
7527,2913,2018,Sedan,Yes,Petrol,5.7,8.0,Automatic,Rear,Black,12,DODGE Ramcharger,57069
3293,530,2013,Jeep,Yes,Petrol,1.6,4.0,Automatic,4x4,White,0,NISSAN Juke,95622
11604,1998,2001,Microbus,No,Diesel,2.4 Turbo,4.0,Manual,Rear,White,2,FORD Transit,621
49848,1077,2019,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Grey,4,HONDA Civic,12862
17562,0,2008,Sedan,Yes,Petrol,3.5,8.0,Tiptronic,Rear,Green,0,BMW 335,131234
21012,1195,2008,Microbus,No,Diesel,2.2 Turbo,4.0,Manual,Rear,White,2,MERCEDES-BENZ Vito,111442
12544,345,2016,Sedan,Yes,Hybrid,1.5,4.0,Automatic,Front,Black,12,TOYOTA Prius,183990
16621,0,2010,Sedan,Yes,Diesel,1.5 Turbo,4.0,Manual,Front,Black,5,NISSAN Micra <DIESEL>,111847
10976,612,2010,Sedan,No,Diesel,1.4 Turbo,4.0,Manual,Front,Blue,8,HYUNDAI i20,119925
20855,730,2016,Sedan,Yes,LPG,1.6,4.0,Automatic,Front,Black,4,HYUNDAI Elantra,19747
56340,864,2012,Jeep,Yes,Diesel,2.8,4.0,Automatic,Front,Silver,4,JEEP Wrangler,87721
41886,694,2014,Jeep,Yes,Diesel,2.2,4.0,Automatic,Front,Grey,4,HYUNDAI Santa FE,78548
6586,746,2009,Hatchback,Yes,Hybrid,1.5,4.0,Automatic,Front,White,12,TOYOTA Prius,107630
9565,397,2016,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,White,0,LEXUS CT 200h,44679
7527,1586,2007,Jeep,Yes,Diesel,2.5,4.0,Automatic,Front,Black,4,SSANGYONG REXTON,42785
21796,1249,2017,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Black,8,TOYOTA Camry SE,28643
9252,917,2013,Jeep,Yes,Diesel,3,6.0,Automatic,4x4,Black,12,BMW X5,55196
19757,650,2016,Sedan,No,Petrol,1.4 Turbo,4.0,Tiptronic,Front,Black,16,CHEVROLET Cruze,36040
54882,0,2012,Pickup,No,Diesel,3,4.0,Manual,4x4,Silver,8,TOYOTA Hilux,101283
23521,585,2013,Hatchback,No,Petrol,1.8 Turbo,4.0,Automatic,Front,Silver,12,TOYOTA Prius plagin,94448
9722,0,2001,Sedan,No,Petrol,2.2,6.0,Tiptronic,Rear,Blue,4,BMW 320,104275
40926,765,2015,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,SSANGYONG REXTON,56137
45633,1091,2016,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,White,4,HYUNDAI H1,57788
10976,867,2007,Hatchback,No,Diesel,1.3 Turbo,4.0,Automatic,Front,Blue,6,FIAT Punto,131731
35344,730,2016,Jeep,Yes,Diesel,1.6,4.0,Automatic,Front,White,4,SSANGYONG Actyon,66691
20698,0,2011,Jeep,No,Petrol,1.6 Turbo,4.0,Variator,4x4,Grey,6,NISSAN Juke,52195
24775,753,2012,Jeep,No,Petrol,2.4,4.0,Automatic,4x4,White,8,HONDA Cr-v,66487
15681,0,2009,Jeep,No,Hybrid,2.3,4.0,Variator,4x4,Black,4,FORD Escape,99419
10349,1855,2011,Minivan,No,Petrol,2,4.0,Variator,Front,Silver,2,NISSAN Serena,65244
32311,730,2016,Jeep,Yes,Petrol,1.6,4.0,Automatic,Front,Blue,4,SSANGYONG Actyon,71477
68681,1493,2016,Jeep,Yes,Petrol,3.5,6.0,Automatic,4x4,Black,0,MERCEDES-BENZ GLE 350,72929
7527,475,2012,Sedan,No,Petrol,1.4,4.0,Manual,Front,Black,6,CHEVROLET Cruze LT,134216
13667,0,2008,Sedan,No,Hybrid,1.5,4.0,Variator,Front,White,0,TOYOTA Prius,131109
10976,765,2015,Sedan,Yes,LPG,2,4.0,Automatic,Front,White,4,HYUNDAI Sonata,384642
40769,0,2008,Sedan,No,Petrol,1.8,4.0,Manual,Rear,Black,0,MERCEDES-BENZ C 180,1678
62408,1811,2010,Jeep,Yes,Petrol,4.6,8.0,Tiptronic,4x4,Silver,10,LEXUS GX 460,82642
14113,586,2012,Sedan,No,Hybrid,1.8,4.0,Tiptronic,Front,Red,8,TOYOTA Prius 3,82301
14113,0,2002,Sedan,Yes,Petrol,4.4,8.0,Tiptronic,Rear,Black,0,BMW 745,178333
16465,1017,2017,Sedan,No,Petrol,2,4.0,Automatic,Front,Grey,8,HYUNDAI Elantra SE,43019
42651,1017,2017,Jeep,Yes,Petrol,2,4.0,Automatic,4x4,Black,0,MERCEDES-BENZ GLA 250,27959
7840,0,2000,Minivan,No,Petrol,1.8,4.0,Manual,Front,Silver,4,OPEL Zafira,6904
15323,583,2011,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Silver,4,HYUNDAI Elantra,78251
21326,831,2017,Sedan,Yes,Petrol,1.6 Turbo,4.0,Automatic,Front,White,12,KIA Optima,47224
22063,836,2010,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Tucson,88399
5018,639,2014,Sedan,Yes,Petrol,2,4.0,Automatic,4x4,Blue,0,AUDI A4,50839
6272,0,1995,Sedan,No,CNG,2,4.0,Manual,Rear,Silver,2,MERCEDES-BENZ C 180,147265
15053,765,2015,Sedan,Yes,LPG,2,4.0,Automatic,Front,Silver,4,HYUNDAI Sonata,180465
36711,877,2017,Jeep,Yes,Diesel,1.7,4.0,Automatic,Front,Silver,4,HYUNDAI Tucson,55923
31581,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Tucson,62785
12388,1399,2010,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Black,12,MERCEDES-BENZ E 350,117768
8154,0,2001,Sedan,Yes,Petrol,1.9,4.0,Manual,Rear,Silver,2,BMW 318,149129
13172,0,2002,Jeep,No,Petrol,2,4.0,Automatic,4x4,Grey,6,TOYOTA RAV 4 L,74565
20385,0,2007,Sedan,Yes,Petrol,3.5 Turbo,6.0,Tiptronic,Rear,Blue,8,BMW 335 ტურბო,0
15423,687,2010,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Silver,4,HYUNDAI Elantra,84815
4234,353,2015,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,Grey,12,TOYOTA Prius,76912
27065,629,2015,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,50353
10192,0,2006,Minivan,No,Petrol,1.5,4.0,Automatic,Front,White,8,TOYOTA BB,124274
78403,0,2010,Jeep,Yes,Petrol,3.5 Turbo,6.0,Tiptronic,4x4,Black,0,BMW X6,111847
33575,880,2018,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,33474
40142,1586,2010,Jeep,No,Petrol,4,6.0,Automatic,4x4,Silver,8,TOYOTA 4Runner,175972
11917,1024,2010,Sedan,No,Hybrid,2.5,4.0,Variator,Front,Grey,6,FORD Fusion,109361
16778,0,2012,Sedan,No,Petrol,1.8 Turbo,4.0,Manual,Front,Silver,6,SKODA Octavia,155343
8154,0,2003,Hatchback,Yes,Petrol,2.3,4.0,Tiptronic,Front,White,4,MAZDA Atenza,93206
37984,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,SSANGYONG REXTON,65834
7840,0,1999,Jeep,No,Petrol,2,4.0,Manual,4x4,Green,2,HONDA Cr-v,27340
72130,0,2016,Minivan,No,Diesel,1.6 Turbo,4.0,Manual,Front,Black,2,MERCEDES-BENZ Vito Extra Long,35418
59272,0,2015,Sedan,Yes,Petrol,3.0 Turbo,6.0,Tiptronic,Rear,Black,16,BMW 740,61640
4391,0,1995,Hatchback,No,CNG,1.8,4.0,Manual,Front,Silver,4,VOLKSWAGEN Golf,161556
7213,0,2002,Hatchback,No,CNG,2,4.0,Automatic,4x4,Silver,6,SUBARU Forester,74565
27065,629,2015,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Grey,4,HYUNDAI Elantra,65182
18826,531,2012,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Silver,4,HYUNDAI Elantra,82021
17876,562,2015,Sedan,No,Petrol,1.4 Turbo,4.0,Automatic,Front,Blue,10,VOLKSWAGEN Jetta,31659
10663,0,2011,Hatchback,No,Hybrid,1.3,4.0,Variator,Front,Silver,6,HONDA FIT,84506
6899,0,2001,Sedan,No,Petrol,2.5,6.0,Tiptronic,Rear,Blue,6,NISSAN Skyline,89477
13956,640,2013,Sedan,Yes,Petrol,2.0 Turbo,4.0,Automatic,Front,Sky blue,8,HYUNDAI Sonata Limited,68097
27654,629,2015,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,42378
10663,658,2009,Hatchback,No,Hybrid,1.3,4.0,Automatic,Front,Grey,12,HONDA Insight,85128
18817,0,2012,Sedan,Yes,Petrol,2.0 Turbo,4.0,Manual,Front,White,10,VOLKSWAGEN Jetta,85749
1568,831,2011,Jeep,Yes,Petrol,2.4,4.0,Automatic,Front,White,12,CHEVROLET Equinox,49710
5645,0,1997,Sedan,No,Diesel,2.2,4.0,Manual,Rear,Black,4,MERCEDES-BENZ E 220,184159
13231,707,2011,Sedan,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,SSANGYONG Actyon,188275
13172,891,2016,Sedan,Yes,LPG,2,4.0,Automatic,Front,Orange,4,HYUNDAI Sonata,229718
8781,474,2013,Hatchback,Yes,Petrol,1.4,4.0,Automatic,Front,Silver,0,FIAT 500,76530
3293,1872,2018,Sedan,Yes,Petrol,3.6,6.0,Automatic,Front,Silver,12,CHEVROLET Impala,44238
20071,0,2012,Jeep,No,Petrol,2,4.0,Tiptronic,Front,White,11,MITSUBISHI Outlander,109580
24123,639,2014,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Golden,4,SSANGYONG Korando,100767
2500,0,2001,Universal,No,Petrol,2,4.0,Manual,4x4,Silver,2,SUBARU Forester,111847
17249,353,2015,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Silver,0,TOYOTA Prius,127591
2352,980,2018,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Black,12,TOYOTA Corolla,19372
15718,1099,2010,Jeep,Yes,Diesel,2.7,4.0,Automatic,Front,Black,4,SSANGYONG REXTON,153230
13291,586,2012,Sedan,Yes,Hybrid,1.8,4.0,Automatic,Front,Grey,0,TOYOTA Prius,123280
13172,1296,2008,Sedan,No,Hybrid,2.4,4.0,Tiptronic,Front,Silver,12,TOYOTA Camry ჰიბრიდი,119303
36065,0,2011,Jeep,No,Petrol,3.6,6.0,Tiptronic,4x4,Black,10,JEEP Grand Cherokee,64001
21953,0,2015,Hatchback,Yes,Plug-in Hybrid,2,4.0,Tiptronic,Front,Grey,12,FORD C-MAX,77050
23521,0,1996,Microbus,No,Diesel,2.5,4.0,Manual,Rear,White,2,FORD Transit,76429
17249,0,2014,Sedan,No,Hybrid,1.5,4.0,Tiptronic,Front,Silver,6,HONDA FIT,78914
18817,2505,2008,Jeep,Yes,Petrol,4.8,8.0,Tiptronic,4x4,Black,10,BMW X5 E70,169013
54568,1360,2013,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Black,0,LEXUS GX 470,125921
12544,0,2001,Microbus,No,Diesel,2.0 Turbo,4.0,Manual,Front,Black,12,FORD Transit,92584
1254,1055,2013,Jeep,Yes,Petrol,3.5,6.0,Automatic,4x4,Silver,12,TOYOTA Highlander,126052
10976,0,2011,Sedan,No,Hybrid,1.5,4.0,Automatic,Front,Black,4,HONDA CR-Z,105633
5959,394,2014,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Black,12,TOYOTA Camry,0
6586,1190,2014,Sedan,Yes,Petrol,4,6.0,Automatic,Rear,Silver,12,TOYOTA Tacoma,0
26657,1399,2010,Jeep,No,Hybrid,3.5,6.0,Automatic,4x4,Black,0,LEXUS RX 450,0
35124,0,2009,Jeep,Yes,Diesel,3.0 Turbo,6.0,Automatic,4x4,Grey,10,MERCEDES-BENZ ML 350,122582
18189,0,2013,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,White,8,TOYOTA Prius,26098
1568,1172,2011,Coupe,Yes,Diesel,3.5,6.0,Automatic,Rear,Black,12,MERCEDES-BENZ E 350,140586
63976,0,2015,Jeep,Yes,Petrol,3.5,6.0,Tiptronic,4x4,Black,12,MERCEDES-BENZ ML 350,24420
15367,765,2015,Sedan,Yes,LPG,2,4.0,Automatic,Front,Black,4,CHEVROLET Malibu,20526
62992,1079,2018,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Black,4,HYUNDAI Sonata,45306
12544,640,2013,Hatchback,No,Petrol,2,4.0,Manual,Front,Silver,12,FORD Focus,133984
23536,836,2010,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Santa FE,123326
37984,730,2016,Jeep,Yes,Diesel,1.6,4.0,Automatic,Front,White,4,SSANGYONG Actyon,55487
17876,0,2010,Sedan,Yes,Hybrid,1.8,4.0,Variator,Front,White,6,TOYOTA Prius,192874
30734,1053,2014,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Black,12,MERCEDES-BENZ E 350,124385
8154,0,2003,Jeep,No,CNG,2.4,4.0,Tiptronic,4x4,Black,2,MITSUBISHI Airtrek,9028
3450,271,2014,Hatchback,Yes,Hybrid,1.5,4.0,Automatic,Front,Blue,12,TOYOTA Prius,59696
1725,1324,2010,Sedan,Yes,Hybrid,3.3,6.0,Automatic,4x4,Green,12,TOYOTA Highlander,140553
47042,1327,2018,Jeep,No,Petrol,2.5,4.0,Automatic,Front,Black,2,TOYOTA RAV 4,9321
1803,831,2011,Jeep,Yes,Petrol,2.4,4.0,Automatic,Front,Silver,12,HONDA Cr-v,151656
1882,738,2017,Sedan,Yes,Petrol,1.4,4.0,Automatic,Front,Black,12,CHEVROLET Cruze,74162
25299,836,2010,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Tucson,69096
20385,0,2010,Jeep,Yes,Petrol,3.5,6.0,Automatic,4x4,Black,8,HONDA Crosstour,109361
5959,0,1995,Sedan,Yes,Petrol,1.6,4.0,Manual,Rear,Black,4,BMW 316,182683
39201,456,2015,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Black,4,TOYOTA Camry SE HIBRYD,25413
7527,1714,2017,Jeep,Yes,Petrol,3.5,6.0,Automatic,Rear,Black,0,MERCEDES-BENZ GLE 350,34426
13485,2467,2005,Sedan,Yes,LPG,3,6.0,Tiptronic,Rear,Black,8,BMW 330,93206
16932,0,2010,Sedan,No,Hybrid,1.8,4.0,Automatic,Front,White,8,TOYOTA Prius,233635
3763,879,2019,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Grey,12,FORD Fiesta,29662
6272,0,2000,Goods wagon,No,Petrol,1.6,4.0,Manual,Front,Red,2,OPEL Combo,14292
20385,0,2006,Jeep,Yes,Petrol,3.5,6.0,Automatic,4x4,Golden,8,MERCEDES-BENZ ML 350,109361
25889,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,SSANGYONG REXTON,89766
11290,690,2016,Jeep,Yes,Hybrid,3.5,6.0,Automatic,Front,Silver,12,LEXUS RX 450,37194
20385,862,2011,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Grey,8,TOYOTA Camry,111847
7213,0,1996,Sedan,No,Diesel,2.9 Turbo,5.0,Automatic,Rear,Blue,4,MERCEDES-BENZ E 290,93206
40456,639,2014,Coupe,Yes,Petrol,2.0 Turbo,4.0,Tiptronic,Rear,Black,12,BMW 428 i,69594
13485,0,2009,Sedan,No,Hybrid,1.8,4.0,Automatic,Front,White,12,TOYOTA Prius,0
27911,0,2015,Hatchback,No,Plug-in Hybrid,1.4,4.0,Automatic,Front,White,12,CHEVROLET Volt,40389
32929,1249,2017,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,Silver,0,TOYOTA Camry,50952
10932,447,2013,Universal,Yes,Hybrid,1.3,4.0,Automatic,Front,Brown,4,HONDA FIT,91847
21012,0,2012,Jeep,No,Petrol,1.6 Turbo,4.0,Tiptronic,4x4,Blue,8,NISSAN Juke Turbo,71136
25889,528,2014,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Silver,4,HYUNDAI Elantra,44015
